id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
7524,140317201,9780140000000,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",1981,Ronja Rövardotter,"Ronia, the Robber's Daughter",eng
7525,1439102392,9781440000000,Kathy Reichs,2010,Spider Bones,"Spider Bones (Temperance Brennan, #13)",eng
7526,1416909834,9781420000000,Andrew Clements,2007,No Talking,No Talking,eng
7527,385354193,9780390000000,"Jo Nesbø, Neil Smith",2014,Blod på snø,"Blood on Snow (Blood on Snow, #1)",eng
7528,1468139339,9781470000000,Elisabeth Naughton,2011,Wait for Me,"Wait for Me (Against All Odds, #1)",eng
7529,1905802498,9781910000000,Tan Twan Eng,2011,The Garden of Evening Mists,The Garden of Evening Mists,eng
7530,,,Natasha Preston,2014,,"The Cellar (The Cellar, #1)",eng
7531,1421511835,9781420000000,Arina Tanemura,2005,紳士同盟† 1,"The Gentlemen's Alliance †, Vol. 1",eng
7532,1476766665,9781480000000,Alice Clayton,2014,,"Rusty Nailed (Cocktail, #2)",eng
7533,843949945,9780840000000,Christine Feehan,2002,Dark Guardian,"Dark Guardian (Dark, #9)",en-US
7534,1581345267,9781580000000,Frank E. Peretti,1992,Prophet,Prophet,en-US
7535,62280708,9780060000000,Danielle  Paige,2015,The Wicked Will Rise,"The Wicked Will Rise (Dorothy Must Die, #2)",eng
7536,505524473,9780510000000,Christine Feehan,2001,Dark Fire,"Dark Fire (Dark, #6)",eng
7537,1555976905,9781560000000,Claudia Rankine,2014,Citizen: An American Lyric,Citizen: An American Lyric,eng
7538,1585673927,9781590000000,P.G. Wodehouse,1925,"Carry On, Jeeves","Carry on, Jeeves (Jeeves, #3)",eng
7539,006137587X,9780060000000,"Sarah Prineas, Antonio Javier Caparo",2008,The Magic Thief,"The Magic Thief (Magic Thief, #1)",eng
7540,316787531,9780320000000,Michael Azerrad,2001,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,
7541,609809105,9780610000000,Rosalind Miles,1992,"I, Elizabeth","I, Elizabeth",en-US
7542,,9780720000000,Marian Keyes,2014,The Woman who Stole my Life,The Woman Who Stole My Life,eng
7543,1897299214,9781900000000,Guy Delisle,2003,Pyongyang,Pyongyang: A Journey in North Korea,eng
7544,451211472,9780450000000,Ken Follett,1991,Night over Water,Night Over Water,eng
7545,1476764581,9781480000000,Courtney Maum,2014,I Am Having So Much Fun Here Without You,I Am Having So Much Fun Here Without You,eng
7546,316912123,9780320000000,Cecily von Ziegesar,2003,All I Want Is Everything,"All I Want is Everything (Gossip Girl, #3)",eng
7547,684841487,9780680000000,Michael E. Porter,1980,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Competitive Strategy: Techniques for Analyzing Industries and Competitors,
7548,310286700,9780310000000,Wayne A. Grudem,1994,Systematic Theology: An Introduction to Biblical Doctrine,Systematic Theology: An Introduction to Biblical Doctrine,
7549,449003795,9780450000000,Sue Grafton,2000,"""P"" is for Peril","P is for Peril (Kinsey Millhone, #16)",
7550,1449474195,9781450000000,Sarah Andersen,2016,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection","Adulthood Is a Myth (Sarah's Scribbles, #1)",eng
7551,1585676772,9781590000000,R. Scott Bakker,2003,The Darkness That Comes Before,"The Darkness That Comes Before (The Prince of Nothing, #1)",eng
7552,1416551603,9781420000000,Kristin Kimball,2010,"The Dirty Life: On Farming, Food, and Love","The Dirty Life: On Farming, Food, and Love",eng
7553,1442402350,9781440000000,Jonathan Maberry,2011,Dust & Decay,"Dust & Decay (Rot & Ruin, #2)",eng
7554,1423170288,9781420000000,Melissa Landers,2014,Alienated,"Alienated (Alienated, #1)",eng
7555,,,Laura Ruby,2015,Bone Gap,Bone Gap,eng
7556,743430344,9780740000000,Adriana Trigiani,2001,"Big Cherry Holler (Big Stone Gap, Book 2)","Big Cherry Holler (Big Stone Gap, #2)",eng
7557,385342608,9780390000000,Marcus Samuelsson,2012,,"Yes, Chef",eng
7558,60096187,9780060000000,Meg Cabot,2004,Teen Idol,Teen Idol,en-US
7559,307271072,9780310000000,Chimamanda Ngozi Adichie,2009,The Thing Around Your Neck,The Thing Around Your Neck,eng
7560,1250095255,9781250000000,Stephanie Garber,2017,Caraval,Caraval,eng
7561,61573132,9780060000000,James Frey,2008,Bright Shiny Morning,Bright Shiny Morning,eng
7562,078915479X,9780790000000,Kate Chopin,1894,The Story of an Hour,The Story of an Hour,eng
7563,140249435,9780140000000,John Updike,1981,Rabbit Is Rich,Rabbit Is Rich (Rabbit Angstrom #3),eng
7564,1400069343,9781400000000,Anna Quindlen,2012,"Lots of Candles, Plenty of Cake","Lots of Candles, Plenty of Cake",eng
7565,193481332X,9781930000000,Cheryl Rainfield,2010,Scars,Scars,en-US
7566,60837381,9780060000000,Mary Kay Andrews,2009,The Fixer Upper,The Fixer Upper,en-US
7567,,9789790000000,Ahmad Fuadi,2009,Negeri 5 Menara,"Negeri 5 Menara (Negeri 5 Menara, #1)",ind
7568,345496876,9780350000000,Naomi Novik,2007,Empire of Ivory,"Empire of Ivory (Temeraire, #4)",
7569,805062882,9780810000000,Rick Atkinson,2002,"An Army at Dawn: The War in Africa, 1942-1943","An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",eng
7570,743460529,9780740000000,Mary Higgins Clark,2002,Daddy's Little Girl,Daddy's Little Girl,
7571,1416532358,9781420000000,Sandra Brown,2006,Ricochet,Ricochet,eng
7572,1400061261,9781400000000,Fannie Flagg,2006,Can't Wait to Get to Heaven,Can't Wait to Get to Heaven,eng
7573,076532153X,9780770000000,Jo Walton,2011,Among Others,Among Others,eng
7574,749934395,9780750000000,J.D. Robb,2001,Seduction in Death,"Seduction in Death (In Death, #13)",eng
7575,679723226,9780680000000,James M. Cain,1936,Double Indemnity,Double Indemnity,eng
7576,312947054,9780310000000,Sherrilyn Kenyon,2007,Upon the Midnight Clear,"Upon the Midnight Clear (Dark-Hunter #12, Dream-Hunter #2)",eng
7577,321525655,9780320000000,Garr Reynolds,2007,Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter),Presentation Zen: Simple Ideas on Presentation Design and Delivery,
7578,786927720,9780790000000,R.A. Salvatore,2001, ,"Sea of Swords (Forgotten Realms: Paths of Darkness, #4; Legend of Drizzt, #13)",eng
7579,679601597,9780680000000,Philip Roth,1959,"Goodbye, Columbus and Five Short Stories","Goodbye, Columbus and Five Short Stories",
7580,545141028,9780550000000,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2009,"Bone: Quest For The Spark, Book One ","Bone: Quest for the Spark, Vol. 1",eng
7581,1591843529,9781590000000,Josh Kaufman,2010,,The Personal MBA: Master the Art of Business,
7582,62132466,9780060000000,Dorothea Benton Frank,2013,,The Last Original Wife,eng
7583,312546564,9780310000000,Sherrilyn Kenyon,2010,No Mercy,"No Mercy (Dark-Hunter #18, Were-Hunter, #5)",en-US
7584,553418602,9780550000000,Scott  Hawkins,2015,The Library at Mount Char,The Library at Mount Char,eng
7585,439845823,9780440000000,Chris d'Lacey,2005,Fire Star,"Fire Star (The Last Dragon Chronicles, #3)",eng
7586,375761411,9780380000000,James A. Michener,1985,Texas,Texas,
7587,446532754,9780450000000,Joel Osteen,2004,Your Best Life Now: 7 Steps to Living at Your Full Potential,Your Best Life Now: 7 Steps to Living at Your Full Potential,
7588,375836888,9780380000000,Jennifer L. Holm,2010,,Turtle in Paradise,en-US
7589,671720147,9780670000000,Lois McMaster Bujold,1990,The Vor Game,"The Vor Game (Vorkosigan Saga, #6)",eng
7590,1441213570,9781440000000,"Mary Beth Chapman, Steven Curtis Chapman",2010,,Choosing to SEE,
7591,316216828,9780320000000,Lauren Beukes,2014,Broken Monsters,Broken Monsters,eng
7592,385720254,9780390000000,"Sylvia Plath, Karen V. Kukil",1982,The Journals of Sylvia Plath,The Unabridged Journals of Sylvia Plath,eng
7593,316068225,9780320000000,David Foster Wallace,2009,This is Water,"This Is Water: Some Thoughts, Delivered on a Significant Occasion, about Living a Compassionate Life",eng
7594,691024170,9780690000000,Richard Feynman,1985,QED: The Strange Theory of Light and Matter,QED: The Strange Theory of Light and Matter,
7595,1595143920,9781600000000,"Lili St. Crow, Lilith Saintcrow",2011,Defiance,"Defiance (Strange Angels, #4)",
7596,553587080,9780550000000,Kelley Armstrong,2005,Haunted,"Haunted (Women of the Otherworld, #5)",eng
7597,609804138,9780610000000,Jill Conner Browne,1999,The Sweet Potato Queens' Book of Love,The Sweet Potato Queens' Book of Love,eng
7598,375814701,9780380000000,Tamora Pierce,2011,Mastiff,"Mastiff (Beka Cooper, #3)",en-US
7599,60825316,9780060000000,Debra Dean,2006,The Madonnas of Leningrad,The Madonnas of Leningrad,
7600,345495969,9780350000000,Laurell K. Hamilton,2009,Divine Misdemeanors ,"Divine Misdemeanors (Merry Gentry, #8)",eng
7601,031236847X,9780310000000,Chelsea Cain,2008,Sweetheart,"Sweetheart (Archie Sheridan & Gretchen Lowell, #2)",en-US
7602,972212076X,9789720000000,José Saramago,2009,Caim,Caim,por
7603,425190447,9780430000000,William Gibson,1999,All Tomorrow's Parties,"All Tomorrow's Parties (Bridge, #3)",en-US
7604,575088877,9780580000000,Hannu Rajaniemi,2010,The Quantum Thief,"The Quantum Thief (Jean le Flambeur, #1)",eng
7605,,,John Sandford,2011,Shock Wave,"Shock Wave (Virgil Flowers, #5)",eng
7606,415254086,9780420000000,Ludwig Wittgenstein,1921,Logisch-Philosophische Abhandlung,Tractatus Logico-Philosophicus,en-US
7607,2314576,9780000000000,Agatha Christie,1933,Lord Edgware Dies,"Lord Edgware Dies (Hercule Poirot, #9)",eng
7608,1401200923,9781400000000,"Jeph Loeb, Jim Lee, Scott Williams",2003,Batman (Volume 2): Hush,"Batman: Hush, Vol. 2",eng
7609,1416585834,9781420000000,Spencer Quinn,2008,Dog on It,Dog on It (A Chet and Bernie Mystery #1),en-US
7610,312642717,9780310000000,Mary Kay Andrews,2012,,Spring Fever,en-US
7611,7169922,9780010000000,Dr. Seuss,1937,And to Think That I Saw It on Mulberry Street,And to Think That I Saw it on Mulberry Street,en-US
7612,141654786X,9781420000000,Doris Kearns Goodwin,2013,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism",eng
7613,1416997962,9781420000000,Brandon Mull,2013,"Chasing the Prophecy (Beyonders, #3)","Chasing the Prophecy (Beyonders, #3)",eng
7614,671875965,9780670000000,David Weber,1994,The Short Victorious War,"The Short Victorious War (Honor Harrington, #3)",
7615,385315546,9780390000000,Caroline Knapp,1996,Drinking: A Love Story,Drinking: A Love Story,
7616,1421820609,9781420000000,Jules Verne,1863,Cinq semaines en ballon,"Five Weeks in a Balloon (Extraordinary Voyages, #1)",
7617,1250000238,9781250000000,"P.C. Cast, Kristin Cast",2011,Dragon's Oath,"Dragon's Oath (House of Night Novellas, #1)",en-US
7618,451463803,9780450000000,Kalayna Price,2010,Grave Witch,"Grave Witch (Alex Craft, #1)",en-US
7619,2317850,9780000000000,Agatha Christie,1976,Sleeping Murder,"Sleeping Murder (Miss Marple, #13)",eng
7620,553212559,9780550000000,"Edith Wharton, Mary Gordon",1911,Ethan Frome and Other Short Fiction,Ethan Frome and Other Short Fiction,en-US
7621,,,Sarah J. Maas,2012,The Assassin and the Desert,"The Assassin and the Desert (Throne of Glass, #0.3)",eng
7622,679724621,9780680000000,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",1887,On the Genealogy of Morals / Ecce Homo,On the Genealogy of Morals/Ecce Homo,en-US
7623,618257322,9780620000000,Steven Callahan,1986,Adrift: Seventy-Six Days Lost at Sea,Adrift: Seventy-Six Days Lost at Sea,en-US
7624,1416530738,9781420000000,Judith McNaught,1987,Once and Always,"Once and Always (Sequels, #1)",eng
7625,61784796,9780060000000,James Rollins,2012,Bloodline,"Bloodline (Sigma Force, #8)",eng
7626,316701319,9780320000000,Lisi Harrison,2004,"Best Friends for Never (The Clique, #2)","Best Friends for Never (The Clique, #2)",
7627,7331789,9780010000000,Bernard Cornwell,2011,Death of Kings,"Death of Kings (The Saxon Stories, #6)",eng
7628,1605292885,9781610000000,"Howard Schultz, Joanne Gordon",2007,Onward: How Starbucks Fought for Its Life without Losing Its Soul,Onward: How Starbucks Fought for Its Life without Losing Its Soul,en-CA
7629,158648303X,9781590000000,Laurence Rees,2005,Auschwitz: A New History,Auschwitz,eng
7630,1592289444,9781590000000,Slavomir Rawicz,1956,The Long Walk: The True Story of a Trek to Freedom,The Long Walk: The True Story of a Trek to Freedom,eng
7631,515135062,9780520000000,Nora Roberts,2002,Three Fates,Three Fates,eng
7632,1484715772,9781480000000,Alexandra Bracken,2016,Passenger,"Passenger (Passenger, #1)",eng
7633,425215687,9780430000000,"J.D. Robb, Susan Ericksen",2006,"Born in Death (In Death, #23)","Born in Death (In Death, #23)",en-US
7634,385534833,9780390000000,Chris Bohjalian,2014,"Close Your Eyes, Hold Hands","Close Your Eyes, Hold Hands",eng
7635,451199863,9780450000000,Agatha Christie,1953,A Pocket Full of Rye,"A Pocket Full of Rye (Miss Marple, #7)",eng
7636,8188575658,9788190000000,"Durjoy Datta, Maanvi Ahuja",2008,of course i love you,Of Course I Love You...! Till I Find Someone Better...,en-GB
7637,778324907,9780780000000,Robyn Carr,2007,Virgin River,"Virgin River (Virgin River, #1)",
7638,1597800449,9781600000000,Iain M. Banks,2004,The Algebraist,The Algebraist,eng
7639,964913980X,,"José Mauro de Vasconcelos, قاسم صنعوی",1968,Meu Pé de Laranja Lima,درخت زیبای من,per
7640,385539126,9780390000000,Margaret Atwood,2014,Stone Mattress,Stone Mattress: Nine Tales,eng
7641,151012377,9780150000000,Ivan Doig,2006,The Whistling Season,The Whistling Season,
7642,1595145931,9781600000000,"Morgan Rhodes, Michelle Rowen",2013,Rebel Spring,"Rebel Spring (Falling Kingdoms, #2)",eng
7643,316211265,9780320000000,"James Patterson, Marshall Karp",2014,NYPD Red 2,"NYPD Red 2 (NYPD Red, #2)",eng
7644,812970438,9780810000000,James A. Michener,1978,Chesapeake,Chesapeake,en-US
7645,515121495,9780520000000,Steve Martini,1997,The List,The List,eng
7646,1561371734,9781560000000,Gloria Levine,,,Ralph S. Mouse by Beverly Cleary: Teacher Guide (Novel Units),
7647,743451791,9780740000000,Walter Mosley,1990,Devil in a Blue Dress,"Devil in a Blue Dress (Easy Rawlins, #1)",eng
7648,763622583,9780760000000,"Michael Rosen, Jane Ray",2003,Shakespeare's Romeo and Juliet,Shakespeare's Romeo and Juliet,
7649,679733973,9780680000000,Jim Thompson,1952,The Killer Inside Me,The Killer Inside Me,
7650,192835203,9780190000000,Mary Elizabeth Braddon,1862,Lady Audley's Secret,Lady Audley's Secret,eng
7651,156010593,9780160000000,"José Saramago, Margaret Jull Costa",1997,Todos os Nomes,All the Names,en-US
7652,345472446,9780350000000,Adriana Trigiani,2003,"Lucia, Lucia","Lucia, Lucia",eng
7653,62114611,9780060000000,Jodi Lynn Anderson,2012,Tiger Lily,Tiger Lily,eng
7654,842382895,9780840000000,"Karen Kingsbury, Gary Smalley",2003,Return,"Return (Redemption, #3)",eng
7655,394895894,9780390000000,Philip Pullman,1985,The Ruby in the Smoke,"The Ruby in the Smoke (Sally Lockhart, #1)",en-US
7656,375753834,9780380000000,Amanda Foreman,1998,Georgiana: Duchess of Devonshire,Georgiana: Duchess of Devonshire,en-US
7657,802723462,9780800000000,A.C. Gaughen,2012,Scarlet,"Scarlet (Scarlet, #1)",eng
7658,1402271875,9781400000000,Miranda Kenneally,2012,Stealing Parker,Stealing Parker,en-US
7659,1250065941,9781250000000,Mary Kay Andrews,2016,,The Weekenders,
7660,1401204864,9781400000000,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons","Fables, Vol. 5: The Mean Seasons",eng
7661,850515033,9780850000000,Machado de Assis,1899,Dom Casmurro,Dom Casmurro,por
7662,440539811,9780440000000,"Robert Shea, Robert Anton Wilson",1975,The Illuminatus! Trilogy,The Illuminatus! Trilogy,eng
7663,374324913,9780370000000,Alexander Gordon Smith,2009,Lockdown,"Lockdown (Escape from Furnace, #1)",en-US
7664,60777109,9780060000000,"Michael Chabon, Jay Ryan",2004,The Final Solution: A Story of Detection,The Final Solution,en-US
7665,345518284,9780350000000,Nancy Thayer,2010,,Beachcombers,en-US
7666,1607062607,9781610000000,"John Layman, Rob Guillory",2010,International Flavor,"Chew, Vol. 2: International Flavor",eng
7667,440212812,9780440000000,Poppy Z. Brite,1992,Lost Souls,Lost Souls,eng
7668,192801694,9780190000000,Joseph Conrad,1907,The Secret Agent: A Simple Tale,The Secret Agent,
7669,375705104,9780380000000,Alan W. Watts,1957,The Way of Zen,The Way of Zen,eng
7670,857662937,9780860000000,Ramez Naam,2012,Nexus,"Nexus (Nexus, #1)",eng
7671,380007789,9780380000000,Kathleen E. Woodiwiss,1974,The wolf and the dove,The Wolf and the Dove,
7672,006228567X,9780060000000,Veronica Roth,2014,,"The Traitor (Divergent, #0.4)",eng
7673,1439138338,9781440000000,Colm Tóibín,2014,Nora Webster,Nora Webster,eng
7674,615487424,9780620000000,Jamie McGuire,2011,Requiem (Providence #2),"Requiem (Providence, #2)",eng
7675,345505492,9780350000000,Steve Berry,2010,The Emperor's Tomb,"The Emperor's Tomb (Cotton Malone, #6)",en-US
7676,525953086,9780530000000,Lisa Gardner,2014,Fear Nothing,"Fear Nothing (Detective D.D. Warren, #7)",eng
7677,618443363,9780620000000,"Dorie Greenspan, Alan    Richardson",1980,Baking: From My Home to Yours,Baking: From My Home to Yours,en-US
7678,670021792,9780670000000,Jane Green,2010,,Promises to Keep,en-US
7679,,,Kristen Ashley,2011,For You,"For You (The 'Burg, #1)",eng
7680,1421513439,9781420000000,"Aya Nakahara, Pookie Rolf",2001,ラブ★コン 1,"Love★Com, Vol. 1",eng
7681,425067823,9780430000000,Agatha Christie,1972,Elephants Can Remember,"Elephants Can Remember (Hercule Poirot, #37)",eng
7682,,2940040000000,Belle Aurora,2013,,"Friend-Zoned (Friend-Zoned, #1)",eng
7683,761129588,9780760000000,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",1989,What to Expect the First Year,What to Expect the First Year (What to Expect),eng
7684,440221315,9780440000000,Danielle Steel,1986,The Gift,The Gift,en-US
